ID_MUNICIP,year,Population,dengue,zika,chikungunya,microcephaly,live_births
260820,2017,15903.246293682187,0,0,0,0,281
260825,2013,11079.891861251026,2,0,0,0,170
260825,2014,11151.74220415301,0,0,0,0,192
260825,2015,11228.292466892395,2,0,0,0,211
260825,2016,11293.347523824938,10,0,4,0,182
260825,2017,11356.16773802767,0,0,0,0,174
260830,2013,14303.404843831215,0,0,0,0,274
260830,2014,14393.092585567883,0,0,0,0,299
260830,2015,14487.660274278103,7,0,0,2,320
260830,2016,14573.976252062428,1,0,0,0,246
260830,2017,14657.244435643956,0,0,0,0,279
260840,2013,14943.358433634457,71,0,0,0,222
260840,2014,14959.332530602267,0,0,0,0,194
260840,2015,14980.374625990453,32,0,0,0,203
260840,2016,14998.078662856911,38,0,12,0,215
260840,2017,15011.61324217652,2,0,1,0,217
260845,2013,17093.74027979699,4,0,0,0,240
260845,2014,17332.675889370897,2,0,0,0,237
260845,2015,17579.25300541086,251,0,1,1,254
260845,2016,17806.04380313487,373,0,5,0,216
260845,2017,18030.385222028555,0,0,0,1,233
260850,2013,21151.207883552575,0,0,0,0,372
260850,2014,21150.479117667157,6,0,0,0,395
260850,2015,21156.591566511983,137,0,0,1,374
260850,2016,21138.259326405023,1,0,17,2,334
260850,2017,21114.36672991045,0,0,1,0,347
260860,2013,12617.544497539226,0,0,0,0,172
260860,2014,12687.561204061774,123,0,0,0,159
260860,2015,12764.349537237576,8,0,1,2,209
260860,2016,12819.841743678702,2,0,14,2,160
260860,2017,12873.54203182542,2,0,1,0,193
260870,2013,15768.700805075101,0,0,0,0,216
260870,2014,15697.850750991003,1,0,0,0,192
260870,2015,15633.26595466277,2,0,0,0,220
260870,2016,15556.84121655445,0,0,0,0,176
260870,2017,15477.91237493492,1,0,0,0,191
260875,2013,24271.7897076831,0,0,0,0,381
260875,2014,24584.49589340137,0,0,0,0,379
260875,2015,24907.642649932695,7,0,0,0,387
260875,2016,25219.11638193349,149,0,13,0,357
260875,2017,25524.45037252405,0,0,0,0,370
260880,2013,38549.73541236708,1,0,0,0,669
260880,2014,38890.62034682165,0,0,0,0,706
260880,2015,39236.80673231304,1,0,0,6,710
260880,2016,39583.73432051824,13,0,26,2,642
260880,2017,39916.08659480422,624,0,0,0,638
260890,2013,55607.9385794117,50,0,0,0,795
260890,2014,55270.3020367435,36,0,0,0,810
260890,2015,54944.61667522802,2727,0,5,4,830
260890,2016,54567.60617327445,212,2,82,0,741
260890,2017,54185.02302155042,7,0,0,0,781
260900,2013,24639.441472307568,10,0,0,1,393
260900,2014,24699.2710611738,5,0,0,0,387
260900,2015,24767.399923492252,552,0,2,1,407
260900,2016,24814.916147696313,21,0,253,2,364
260900,2017,24857.004231268642,0,0,0,0,382
260910,2013,15034.471143045495,1,0,0,0,173
260910,2014,15419.224966192569,4,0,0,0,189
260910,2015,15819.072979582841,21,0,1,0,204
260910,2016,16215.852548562749,0,0,6,0,177
260910,2017,16616.99540946751,16,0,1,0,212
260915,2013,20071.435579488818,0,0,0,0,275
260915,2014,20600.27329850437,0,0,0,0,238
260915,2015,21156.635099871863,162,0,29,0,278
260915,2016,21705.27752546491,1,0,0,0,253
260915,2017,22263.001855536037,0,0,0,1,248
260920,2013,12123.64903043456,0,0,0,0,220
260920,2014,11997.171282465646,0,0,0,0,231
260920,2015,11880.451539705908,0,0,0,0,209
260920,2016,11736.060928624942,0,0,0,0,175
260920,2017,11593.542734087461,0,0,0,0,240
260930,2013,14887.873838251708,2,0,0,0,290
260930,2014,14967.947220951104,103,0,0,0,238
260930,2015,15055.262655678149,13,0,0,1,261
260930,2016,15125.054615631088,63,0,36,0,252
260930,2017,15191.841072611629,0,0,0,0,246
260940,2013,59605.94631782534,202,0,0,0,815
260940,2014,60135.64392955147,35,0,0,0,833
260940,2015,60674.4485726478,780,0,0,4,818
260940,2016,61178.08059743553,893,0,1,4,733
260940,2017,61663.84758978669,1,0,0,1,758
260950,2013,31643.328866469034,2,0,0,0,456
260950,2014,31691.09755757441,0,0,0,0,482
260950,2015,31742.80490538936,43,0,0,0,469
260950,2016,31765.243040880025,6,0,1,3,433
260950,2017,31778.075044062665,0,0,0,1,434
260960,2013,383392.0308507825,339,0,0,1,6019
260960,2014,382399.67071429885,141,0,0,0,6048
260960,2015,381420.1165613634,2313,0,313,26,6157
260960,2016,380199.611905896,516,0,693,5,5612
260960,2017,378859.90669035236,292,0,44,0,5671
260970,2013,23263.68664244491,13,0,0,0,289
260970,2014,23221.015551736906,0,0,0,0,300
260970,2015,23185.930519797115,0,0,0,1,256
260970,2016,23135.683192846747,124,0,10,0,253
260970,2017,23081.712114321308,11,0,0,0,263
260980,2013,14159.48733300866,0,0,0,0,276
260980,2014,14377.911674841042,1,0,0,0,304
260980,2015,14605.427806862612,3,0,0,0,290
260980,2016,14815.26093366742,2,0,1,1,279
260980,2017,15022.736418789536,1,0,1,0,282
260990,2013,67713.52459108105,1,0,0,0,1127
260990,2014,68275.7626030895,2,0,0,0,1227
260990,2015,68856.70225749456,21,0,0,12,1186
260990,2016,69407.19191346172,15,0,49,6,1059
260990,2017,69933.3065407277,2,0,0,2,1086
261000,2013,61455.18949323844,5,0,0,0,1165
261000,2014,61609.01056627986,1,0,0,0,1757
261000,2015,61770.60381489114,12,0,0,2,1842
261000,2016,61898.407629181645,18,1,34,0,1339
261000,2017,62003.74736048753,9,0,8,1,1130
261010,2013,8077.018295458291,0,0,0,0,123
261010,2014,7980.527219220105,0,0,0,0,110
261010,2015,7888.625961779815,0,0,0,0,110
261010,2016,7789.4505671018305,0,0,0,0,110
261010,2017,7690.777916345935,0,0,0,0,119
261020,2013,25985.574031991207,0,0,0,1,370
261020,2014,25892.64504389985,2,0,0,0,339
261020,2015,25809.26027034356,48,0,2,0,404
261020,2016,25706.7961471577,21,11,160,1,379
261020,2017,25597.607174294084,13,0,0,0,360
261030,2013,11344.358981919144,1,0,0,0,203
261030,2014,11372.414199043855,0,0,0,0,200
261030,2015,11407.421399576244,9,0,4,0,211
261030,2016,11427.803960435394,23,0,14,0,234
261030,2017,11447.605104507042,3,0,0,0,215
261040,2013,20826.744593309482,0,0,0,0,305
261040,2014,20856.7337871098,12,0,0,0,296
261040,2015,20891.203968114954,19,0,0,5,314
261040,2016,20915.13111218257,15,1,13,3,335
261040,2017,20932.292394379707,0,0,0,1,266
261050,2013,28844.327776318627,27,0,0,0,441
261050,2014,28701.77234941993,128,0,0,0,411
261050,2015,28566.66317618516,363,0,1,2,392
261050,2016,28410.075082952593,24,0,60,0,358
261050,2017,28249.303010444768,1,0,1,1,386
261060,2013,54053.117457413384,2,0,0,0,859
261060,2014,54536.37063495534,1,0,0,0,914
261060,2015,55033.07948842835,0,0,0,1,865
261060,2016,55474.35942262979,30,1,12,3,797
261060,2017,55897.55117610119,0,0,1,0,812
261070,2013,315214.59956331307,95,0,0,1,4134
261070,2014,317870.70036348037,272,0,0,0,4303
261070,2015,320572.1655268556,721,0,4,14,4310
261070,2016,322992.7594680598,380,0,10,8,3976
261070,2017,325319.3920219778,50,0,9,1,4123
261080,2013,21437.7578393326,3,0,0,0,326
261080,2014,21426.84694114919,19,0,0,0,290
261080,2015,21421.296358101034,207,0,10,0,327
261080,2016,21404.819415137506,2,0,0,0,236
261080,2017,21382.8187503321,4,0,1,0,350
261090,2013,65328.79455400456,23,0,0,0,981
261090,2014,65600.2111228296,2,0,0,0,1007
261090,2015,65876.83852044506,2080,0,922,3,1044
261090,2016,66161.46558421291,807,1,1009,3,904
261090,2017,66420.00645559849,86,0,3,0,977
261100,2013,34797.32680719931,5,0,0,0,719
261100,2014,35288.36450849109,11,0,0,0,693
261100,2015,35792.04830389237,43,0,0,2,704
261100,2016,36268.2262498428,58,0,2,2,669
261100,2017,36735.043584105275,0,0,0,0,642
261110,2013,326337.5903630109,53,0,0,0,6025
261110,2014,334961.45964484866,736,0,0,1,6416
261110,2015,343816.2715900035,1487,0,2,7,6592
261110,2016,352642.3046300701,246,0,136,10,6242
261110,2017,361479.88630954444,18,0,6,4,6210
261120,2013,11448.98542592075,6,0,0,0,168
261120,2014,11429.799083071262,0,0,0,0,163
261120,2015,11415.694047251109,132,0,0,0,184
261120,2016,11387.6371981948,397,0,1,0,143
261120,2017,11358.363170279325,1,0,0,0,137
261130,2013,24545.036996994346,6,0,0,0,417
261130,2014,24529.893381595903,1,0,0,0,390
261130,2015,24519.724806291997,66,0,0,3,379
261130,2016,24492.66049709185,39,0,12,1,357
261130,2017,24459.56394500548,0,0,0,0,392
261140,2013,14237.274714321493,0,0,0,0,191
261140,2014,14396.947747814536,0,0,0,0,201
261140,2015,14562.656686290491,18,0,0,0,189
261140,2016,14713.81073526158,20,2,9,1,173
261140,2017,14861.407888031317,2,0,1,1,147
261150,2013,25214.84234784398,1,0,0,0,342
261150,2014,25354.35144646569,0,0,0,0,346
261150,2015,25501.926397867024,35,0,0,0,338
261150,2016,25637.902018904882,107,0,101,0,335
261150,2017,25765.40044005165,6,0,1,0,284
261153,2013,6840.13865937893,1,0,0,0,95
261153,2014,6825.817965198727,1,0,0,0,99
261153,2015,6816.438440500699,11,0,0,1,86
261153,2016,6793.324499954755,1,0,0,0,91
261153,2017,6770.965324698139,0,0,0,0,87
261160,2013,1584871.4350372585,1512,0,0,1,23176
261160,2014,1589059.151416243,1283,0,0,4,23506
261160,2015,1593252.9924699871,24793,0,973,87,23664
261160,2016,1596531.7021392486,14190,93,9209,51,21413
261160,2017,1599273.1796109579,1281,3,581,4,22817
261170,2013,19719.69880063182,0,0,0,0,277
261170,2014,19760.564111377847,0,0,0,0,346
261170,2015,19805.686553836076,15,0,0,2,293
261170,2016,19837.000296293634,0,0,0,1,250
261170,2017,19863.436427250606,0,0,0,0,314
261180,2013,45905.03567420216,2,0,0,0,786
261180,2014,46037.084104519716,1,0,0,0,884
261180,2015,46178.70701977669,6,0,0,2,619
261180,2016,46276.20288740536,2,0,0,2,514
261180,2017,46360.342142862384,0,0,0,0,443
261190,2013,22985.48870885797,7,0,0,0,415
261190,2014,23081.78882154615,1,0,0,1,395
261190,2015,23186.492646192062,24,0,0,1,354
261190,2016,23256.389618161462,280,0,133,3,345
261190,2017,23320.500277772684,20,0,0,1,336
261200,2013,10845.709371437733,0,0,0,0,135
261200,2014,10651.758771137089,0,0,0,0,115
261200,2015,10469.735800739858,15,0,0,0,142
261200,2016,10262.837371626678,0,0,2,0,124
261200,2017,10063.83676799143,0,0,0,0,115
261210,2013,9963.027699223148,1,0,0,0,91
261210,2014,10120.779942239755,0,0,0,0,68
261210,2015,10287.075937050642,14,0,0,0,72
261210,2016,10428.36787077332,2,0,0,0,78
261210,2017,10572.389233229078,0,0,0,0,67
261220,2013,58940.057009468364,74,0,0,0,1035
261220,2014,59236.283851669024,1552,0,0,0,1055
261220,2015,59541.09401324864,137,0,0,2,1125
261220,2016,59792.80683325014,189,0,29,0,991
261220,2017,60026.20046432,5,0,10,0,987
261230,2013,15657.60603315314,1,0,0,0,213
261230,2014,15652.553224123323,0,0,0,1,250
261230,2015,15652.310363318184,12,0,0,0,233
261230,2016,15644.08916425398,22,0,0,0,236
261230,2017,15631.844274662739,6,0,0,1,220
261240,2013,24269.320492531213,24,0,0,0,314
261240,2014,24892.584717853482,7,0,0,0,307
261240,2015,25539.754939809412,705,0,61,4,334
261240,2016,26195.4807623749,59,4,175,1,271
261240,2017,26857.419162463855,12,0,0,1,285
261245,2013,14447.17868024516,0,0,0,0,231
261245,2014,14623.306394199932,0,0,0,0,264
261245,2015,14808.472924148222,3,0,0,3,303
261245,2016,14982.28402230891,1,0,5,0,224
261245,2017,15154.456296338076,1,0,0,0,240
261247,2013,12233.272039083193,5,0,0,0,176
261247,2014,12301.365682994052,1,0,0,0,182
261247,2015,12375.592407786706,115,0,0,0,171
261247,2016,12427.460615857068,14,0,22,1,181
261247,2017,12478.94876060262,0,0,0,0,189
261250,2013,100509.06422315446,105,0,0,0,1405
261250,2014,104327.94133163955,16,0,0,1,1399
261250,2015,108295.03356079091,373,0,20,2,1453
261250,2016,112262.60031635154,7,0,5,0,1225
261250,2017,116307.671115016,55,0,0,0,1364
261255,2013,13923.864054265221,0,0,0,0,175
261255,2014,13998.369917507724,0,0,0,0,185
261255,2015,14078.955775036462,15,0,0,2,191
261255,2016,14149.358811303795,6,0,4,0,192
261255,2017,14215.894777170924,1,0,0,0,167
261260,2013,40878.657367129184,1,0,0,0,696
261260,2014,41002.06242631495,2,0,0,0,809
261260,2015,41134.966386312124,18,0,0,3,731
261260,2016,41231.29439569864,3,0,1,3,747
261260,2017,41312.28618519669,0,0,0,0,685
261270,2013,13529.165597925283,1,0,0,0,209
261270,2014,13598.356659474586,0,0,0,0,168
261270,2015,13672.789231401894,109,0,11,0,187
261270,2016,13740.822420155791,7,0,11,0,205
261270,2017,13806.125954451076,13,0,3,0,204
261280,2013,11418.872627915072,0,0,0,0,152
261280,2014,11473.97614154617,0,0,0,0,159
261280,2015,11533.439462562243,116,0,0,0,174
261280,2016,11575.084963757992,6,2,22,0,140
261280,2017,11614.790892194644,6,0,0,0,164
261290,2013,15182.247179577937,0,0,0,0,190
261290,2014,15506.70310675657,0,0,0,0,151
261290,2015,15844.534434310151,4,0,0,0,161
261290,2016,16171.545110553798,2,0,6,0,159
261290,2017,16502.008939619896,0,0,0,0,174
261300,2013,56550.117079732794,22,0,0,0,762
261300,2014,57206.27794569209,1,0,0,0,803
261300,2015,57880.94687799278,975,0,24,1,741
261300,2016,58555.287295381895,5,0,830,0,627
261300,2017,59213.633899018096,30,0,7,2,710
261310,2013,36414.23210880054,0,0,0,0,544
261310,2014,36504.83798384455,0,0,0,0,483
261310,2015,36599.73339044232,38,0,8,1,568
261310,2016,36688.45086032475,1,0,6,3,513
261310,2017,36762.845068795636,4,0,0,0,548
261320,2013,22150.009123958393,7,0,0,0,355
261320,2014,22253.542204984296,0,0,0,0,333
261320,2015,22364.14288686291,12,0,0,0,322
261320,2016,22468.244744823452,282,0,109,0,350
261320,2017,22565.15215498007,199,0,21,2,308
261330,2013,20907.82840730655,19,0,0,0,343
261330,2014,20886.434301512847,0,0,0,0,356
261330,2015,20870.76104309479,55,0,0,0,359
261330,2016,20846.7229834935,0,0,17,0,327
261330,2017,20817.766590561445,11,0,1,0,307
261340,2013,19731.718770766205,0,0,0,0,342
261340,2014,20101.103716663933,0,0,0,0,381
261340,2015,20481.152774356367,34,0,0,1,328
261340,2016,20855.46539853362,24,0,116,0,356
261340,2017,21227.252571346507,1,0,0,1,336
261350,2013,33279.53766334161,150,0,0,0,556
261350,2014,33242.64168590213,86,0,0,1,578
261350,2015,33213.69919396973,101,0,0,1,560
261350,2016,33158.08394988743,7,0,21,1,468
261350,2017,33095.15832156232,5,0,1,0,443
261360,2013,32908.509756742555,64,0,0,0,404
261360,2014,33018.88355896322,62,0,0,0,458
261360,2015,33133.23733947577,459,0,0,0,421
261360,2016,33247.51695243004,1,0,6,0,434
261360,2017,33351.55154407506,1,0,0,0,459
261370,2013,107999.11043411717,7,0,0,1,1699
261370,2014,108881.52034321307,11,0,0,0,1755
261370,2015,109778.47096851935,316,0,0,6,1803
261370,2016,110587.78114842376,365,3,19,6,1695
261370,2017,111361.64936236144,9,0,0,1,1600
261380,2013,17512.708248817034,3,0,0,0,235
261380,2014,17551.386877993904,8,0,0,0,242
261380,2015,17597.327144500057,21,0,0,1,260
261380,2016,17627.263393672823,34,0,62,1,282
261380,2017,17653.82525674744,26,0,0,0,266
261390,2013,83062.73677367324,75,0,0,0,1405
261390,2014,83694.44111231761,45,0,0,0,1460
261390,2015,84336.40647901167,412,0,4,6,1499
261390,2016,84938.27326433014,166,0,77,0,1312
261390,2017,85510.80285660998,1,0,1,0,1415
261400,2013,18732.28924867539,1,0,0,0,280
261400,2014,18715.392117707106,59,0,0,0,253
261400,2015,18703.96351084538,53,0,0,1,303
261400,2016,18682.27352471501,46,0,15,0,258
261400,2017,18655.933754365506,0,0,0,0,279
261410,2013,34841.468492410626,3,0,0,0,456
261410,2014,34935.826065763875,1,0,0,0,407
261410,2015,35039.12684574055,19,0,0,0,461
261410,2016,35108.13751609929,0,0,0,2,387
261410,2017,35170.85943781049,3,0,2,0,399
261420,2013,43526.33277407581,0,0,0,0,823
261420,2014,44272.20458570757,33,0,0,0,744
261420,2015,45040.316017570745,18,0,0,3,684
261420,2016,45767.039996816486,364,0,2,1,604
261420,2017,46485.11573998014,37,0,4,0,573
261430,2013,11330.714304071198,0,0,0,0,162
261430,2014,11307.717288759037,3,0,0,0,173
261430,2015,11288.09433358546,0,0,0,0,168
261430,2016,11259.310233641498,1,0,25,3,138
261430,2017,11228.192460693237,2,0,0,0,147
261440,2013,5906.669873817342,0,0,0,0,96
261440,2014,5919.789634248911,0,0,0,0,114
261440,2015,5937.761905986536,12,0,0,0,93
261440,2016,5940.201177353354,1,0,1,0,77
261440,2017,5943.331185552866,0,0,0,0,88
261450,2013,61888.70643892481,48,0,0,0,906
261450,2014,62562.884633973285,9,0,0,0,884
261450,2015,63249.97941944419,1021,0,3,5,863
261450,2016,63923.92469670861,10,0,7,1,847
261450,2017,64579.87343828661,182,0,4,0,844
261460,2013,27433.419420118815,2,0,0,0,479
261460,2014,27561.510688907056,0,0,0,0,420
261460,2015,27695.004760817297,0,0,0,3,438
261460,2016,27811.11940422444,0,0,0,0,390
261460,2017,27920.345314780792,0,0,0,0,398
261470,2013,12866.213095898633,0,0,0,0,178
261470,2014,12814.219462311841,1,0,0,0,154
261470,2015,12766.016761588447,34,0,0,1,182
261470,2016,12707.159220568887,3,0,0,0,145
261470,2017,12646.697322705935,3,0,0,0,149
261480,2013,24030.49503066359,0,0,0,0,329
261480,2014,24507.377798953316,0,0,0,0,336
261480,2015,24998.411086569045,488,0,294,0,342
261480,2016,25493.218299104316,40,0,457,1,292
261480,2017,25985.354350776142,2,0,0,0,312
261485,2013,22121.632598917968,0,0,0,0,364
261485,2014,22420.154120888914,0,0,0,0,390
261485,2015,22729.58411322841,2,0,0,1,368
261485,2016,23015.505742607696,29,0,27,2,396
261485,2017,23297.03418484499,0,0,0,0,399
261500,2013,26927.14764730385,63,0,0,0,345
261500,2014,27413.54584885688,0,0,0,0,346
261500,2015,27912.858142847617,422,0,0,0,320
261500,2016,28414.918784954127,0,0,0,0,292
261500,2017,28914.272358685244,0,0,0,1,365
261510,2013,6992.498488629548,1,0,0,0,119
261510,2014,7025.833898383169,54,0,0,0,110
261510,2015,7062.165134290763,1,0,4,0,105
261510,2016,7091.147172521581,1,0,15,0,106
261510,2017,7118.666150956587,0,0,0,0,103
261520,2013,9923.236975102795,0,0,0,0,149
261520,2014,10064.4214324098,17,0,0,0,144
261520,2015,10209.613890741568,29,0,0,1,142
261520,2016,10350.838967684791,3,0,1,0,124
261520,2017,10489.939704916063,0,0,0,0,109
261530,2013,53660.58662875951,3,0,0,0,789
261530,2014,53195.89152155173,1,0,0,0,810
261530,2015,52747.5053667998,490,0,0,3,788
261530,2016,52253.45834569698,410,2,307,2,709
261530,2017,51753.25924853291,11,0,2,0,760
261540,2013,41900.99648459155,0,0,0,0,647
261540,2014,43877.20546882078,0,0,0,0,584
261540,2015,45955.780102819066,26,0,0,3,611
261540,2016,48054.27191149355,0,0,0,0,500
261540,2017,50220.81607007698,1,0,0,0,606
261550,2013,13527.084578392094,1,0,0,0,231
261550,2014,13582.211631941984,0,0,0,0,209
261550,2015,13643.46100838856,9,0,0,0,220
261550,2016,13675.68009837713,699,0,201,0,187
261550,2017,13706.614792596312,0,0,0,0,178
261560,2013,27986.021635525387,1,0,0,0,612
261560,2014,28392.834018611844,2,0,0,0,598
261560,2015,28813.58565590169,5,0,0,2,592
261560,2016,29213.564606201067,8,1,0,4,527
261560,2017,29606.654035339867,1,0,2,0,592
261570,2013,15140.496259961856,23,0,0,0,185
261570,2014,15078.203074716097,10,0,0,0,190
261570,2015,15021.064992336724,111,0,0,1,209
261570,2016,14950.992997545825,16,0,156,0,172
261570,2017,14880.022584125694,1,0,1,0,203
261580,2013,25955.12479349781,3,0,0,0,322
261580,2014,26251.940484895134,16,0,0,0,308
261580,2015,26560.393121754863,219,0,0,0,320
261580,2016,26862.9112996165,259,0,8,0,293
261580,2017,27157.737626520375,8,0,3,0,330
261590,2013,8042.892313715761,7,0,0,0,121
261590,2014,8030.364646008655,0,0,0,0,119
261590,2015,8022.467362950407,18,0,0,0,130
261590,2016,7999.855505546089,0,0,0,0,104
261590,2017,7978.3230932494735,0,0,0,0,119
261600,2013,17082.061192595764,0,0,0,0,275
261600,2014,17294.355333771156,0,0,0,0,265
261600,2015,17512.356419484488,34,0,0,0,263
261600,2016,17725.51647910498,0,0,0,0,200
261600,2017,17934.665000165718,0,0,1,0,229
261610,2013,9373.932477862198,2,0,0,0,150
261610,2014,9384.232402835814,52,0,0,0,147
261610,2015,9400.417061958415,88,0,1,0,155
261610,2016,9396.036932776417,6,0,2,0,134
261610,2017,9392.032362283408,0,0,1,0,103
261618,2013,7834.353732395457,0,0,0,0,114
261618,2014,7769.421019954987,0,0,0,0,107
261618,2015,7710.299304562352,2,0,0,1,93
261618,2016,7641.7799134683555,11,0,1,0,115
261618,2017,7575.262619203531,0,0,0,0,109
261620,2013,19501.49281411754,46,0,0,0,337
261620,2014,19791.968998401033,47,0,0,0,389
261620,2015,20091.17837837737,2090,0,18,2,366
261620,2016,20383.603071598332,117,0,28,1,311
261620,2017,20674.267860494387,76,0,0,0,348
261630,2013,31823.12614423149,0,0,0,0,411
261630,2014,31952.760285395158,6,0,0,0,401
261630,2015,32092.774928727187,108,0,0,1,447
261630,2016,32187.895023708636,25,0,1,1,360
261630,2017,32275.427074332838,0,0,0,0,383
261640,2013,135300.23326010635,17,0,0,0,1999
261640,2014,136047.18453133228,6,0,0,0,2094
261640,2015,136804.67726830533,1402,0,0,9,2090
261640,2016,137488.71956271993,1345,0,9,4,1967
261640,2017,138124.52238848276,3,0,0,0,2075
261650,2013,14534.005535435703,1,0,0,0,289
261650,2014,14568.928483107873,4,0,0,0,298
261650,2015,14610.943435604542,0,0,0,1,284
261650,2016,14631.26574728405,3,0,338,0,221
261650,2017,14648.510620678262,7,0,0,0,241
